Fragment,Type,Fragment Mass,Glycan
YY-Hex6HexNAc6,YY,2713.367142756,73500
YY-Hex6HexNAc5,YY,2468.240820033,73500
Y-Hex5HexNAc5,Y,2278.156696475,73500
YY-Hex6HexNAc7,YY,2958.493465479,73500
YY-Hex6HexNAc6,YY,2713.367142756,73500
YY-Hex4HexNAc5,YY,2060.041272789,73500
YY-Hex6HexNAc5,YY,2468.240820033,73500
YY-Hex4HexNAc4,YY,1814.914950066,73500
YY-Hex2HexNAc3,YY,1161.58908009899,73500
Y-Hex7HexNAc7,Y,3176.608889165,73500
YY-Hex6HexNAc7,YY,2958.493465479,73500
YY-Hex6HexNAc6,YY,2713.367142756,73500
YY-Hex4HexNAc5,YY,2060.041272789,73500
Y-Hex7HexNAc6,Y,2931.482566442,73500
YY-Hex6HexNAc6,YY,2713.367142756,73500
YY-Hex6HexNAc5,YY,2468.240820033,73500
YY-Hex4HexNAc4,YY,1814.914950066,73500
Y-HexNAc2,Y,522.278860196,73500
Y-HexNAc1,Y,277.152537473,73500
NeuAc1-B,B,375.189316908999,73502
Hex1-B,B,218.115423685999,73502
Hex1NeuAc1-B,B,579.289090531,73502
Y-Hex1-B,BY,204.099773622,73502
Hex8HexNAc6NeuAc2-B,B,3839.919109068,73502
Y-Hex8HexNAc6NeuAc1-B,BY,3464.729792159,73502
Y-Hex7HexNAc6NeuAc1-B,BY,3260.630018537,73502
Y-Hex7HexNAc6NeuAc1-B,BY,3260.630018537,73502
Y-Hex7HexNAc5NeuAc1-B,BY,3015.503695814,73502
Y-Hex5HexNAc4-B,BY,2001.004159002,73502
Y-Hex7HexNAc6NeuAc2-B,BY,3621.803685382,73502
Y-Hex7HexNAc5NeuAc2-B,BY,3376.67736265899,73502
Y-Hex5HexNAc4NeuAc2-B,BY,2723.351492692,73502
Y-Hex7HexNAc6NeuAc2-B,BY,3621.803685382,73502
Y-Hex7HexNAc5NeuAc2-B,BY,3376.677362659,73502
Y-HexNAc1-B,BY,245.126322723,73502
Hex8HexNAc5NeuAc2-B,B,3594.792786345,73502
Y-Hex8HexNAc5NeuAc1-B,BY,3219.603469436,73502
Y-Hex7HexNAc5NeuAc1-B,BY,3015.503695814,73502
Y-Hex7HexNAc5NeuAc1-B,BY,3015.503695814,73502
Y-Hex7HexNAc4NeuAc1-B,BY,2770.377373091,73502
Y-Hex5HexNAc3-B,BY,1755.877836279,73502
Y-Hex7HexNAc5NeuAc2-B,BY,3376.67736265899,73502
Y-Hex7HexNAc4NeuAc2-B,BY,3131.55103993599,73502
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,73502
Y-Hex7HexNAc5NeuAc2-B,BY,3376.67736265899,73502
Y-Hex7HexNAc4NeuAc2-B,BY,3131.551039936,73502
Hex1HexNAc1-B,B,463.241746409,73502
Hex1HexNAc1NeuAc1-B,B,824.415413254,73502
Y-Hex1HexNAc1-B,BY,449.226096345,73502
Y-HexNAc1-B,BY,245.126322723,73502
Hex3HexNAc2-B,B,1116.567616376,73502
Y-Hex2HexNAc2-B,BY,898.45219269,73502
Y-Hex2HexNAc1-B,BY,653.325869967,73502
Hex3HexNAc2NeuAc2-B,B,1838.914950066,73502
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,73502
Y-Hex2HexNAc2NeuAc1-B,BY,1259.625859535,73502
Y-Hex2HexNAc2NeuAc1-B,BY,1259.625859535,73502
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,73502
Hex8HexNAc7NeuAc2,NA,4117.071646541,73502
Y-Hex8HexNAc7NeuAc1,Y,3741.882329632,73502
Y-Hex7HexNAc7NeuAc1,Y,3537.78255601,73502
Y-Hex7HexNAc7NeuAc1,Y,3537.78255601,73502
Y-Hex7HexNAc6NeuAc1,Y,3292.656233287,73502
YY-Hex8HexNAc7,YY,3366.693012723,73502
YY-Hex7HexNAc7,YY,3162.593239101,73502
YY-Hex7HexNAc6,YY,2917.466916378,73502
YY-Hex6HexNAc7,YY,2958.493465479,73502
YY-Hex6HexNAc6,YY,2713.367142756,73502
YY-Hex6HexNAc5,YY,2468.240820033,73502
Y-Hex5HexNAc5,Y,2278.156696475,73502
Y-Hex7HexNAc7NeuAc2,Y,3898.956222855,73502
YY-Hex7HexNAc7NeuAc1,YY,3523.766905946,73502
YY-Hex6HexNAc7NeuAc1,YY,3319.667132324,73502
YY-Hex6HexNAc7NeuAc1,YY,3319.667132324,73502
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73502
YY-Hex4HexNAc5,YY,2060.041272789,73502
Y-Hex7HexNAc6NeuAc2,Y,3653.829900132,73502
YY-Hex7HexNAc6NeuAc1,YY,3278.640583223,73502
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73502
YY-Hex6HexNAc5NeuAc1,YY,2829.414486878,73502
YY-Hex4HexNAc4,YY,1814.914950066,73502
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73502
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73502
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73502
Y-Hex5HexNAc5NeuAc2,Y,3000.504030165,73502
YY-Hex5HexNAc5NeuAc1,YY,2625.314713256,73502
YY-Hex5HexNAc5NeuAc1,YY,2625.314713256,73502
YY-Hex4HexNAc5NeuAc1,YY,2421.214939634,73502
YY-Hex4HexNAc4NeuAc1,YY,2176.088616911,73502
YY-Hex2HexNAc3,YY,1161.58908009899,73502
Y-Hex7HexNAc7NeuAc2,Y,3898.956222855,73502
YY-Hex7HexNAc7NeuAc1,YY,3523.766905946,73502
YY-Hex6HexNAc7NeuAc1,YY,3319.667132324,73502
YY-Hex6HexNAc7NeuAc1,YY,3319.667132324,73502
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73502
YY-Hex4HexNAc5,YY,2060.041272789,73502
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73502
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73502
YY-Hex4HexNAc5NeuAc2,YY,2782.388606479,73502
Y-Hex7HexNAc6NeuAc2,Y,3653.829900132,73502
YY-Hex7HexNAc6NeuAc1,YY,3278.640583223,73502
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73502
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73502
YY-Hex6HexNAc5NeuAc1,YY,2829.414486878,73502
YY-Hex4HexNAc4,YY,1814.914950066,73502
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73502
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73502
YY-Hex4HexNAc4NeuAc2,YY,2537.262283756,73502
Y-HexNAc2,Y,522.278860196,73502
Y-HexNAc1,Y,277.152537473,73502
NeuAc1-B,B,375.189316908999,73503
Hex1-B,B,218.115423685999,73503
Hex1NeuAc1-B,B,579.289090531,73503
Y-Hex1-B,BY,204.099773622,73503
Hex8HexNAc6NeuAc3-B,B,4201.092775913,73503
Y-Hex8HexNAc6NeuAc2-B,BY,3825.90345900399,73503
Y-Hex8HexNAc6NeuAc2-B,BY,3825.903459004,73503
Y-Hex7HexNAc6NeuAc2-B,BY,3621.803685382,73503
Y-Hex7HexNAc5NeuAc2-B,BY,3376.67736265899,73503
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,73503
Y-Hex8HexNAc6NeuAc2-B,BY,3825.903459004,73503
Y-Hex7HexNAc6NeuAc2-B,BY,3621.803685382,73503
Y-Hex7HexNAc5NeuAc2-B,BY,3376.67736265899,73503
Y-Hex7HexNAc6NeuAc3-B,BY,3982.977352227,73503
Y-Hex7HexNAc5NeuAc3-B,BY,3737.851029504,73503
Y-Hex5HexNAc4NeuAc2-B,BY,2723.351492692,73503
Y-Hex7HexNAc6NeuAc3-B,BY,3982.97735222699,73503
Y-Hex7HexNAc5NeuAc3-B,BY,3737.851029504,73503
Y-HexNAc1-B,BY,245.126322723,73503
Hex8HexNAc5NeuAc3-B,B,3955.96645319,73503
Y-Hex8HexNAc5NeuAc2-B,BY,3580.77713628099,73503
Y-Hex7HexNAc5NeuAc2-B,BY,3376.67736265899,73503
Y-Hex7HexNAc4NeuAc2-B,BY,3131.55103993599,73503
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,73503
Y-Hex8HexNAc5NeuAc2-B,BY,3580.777136281,73503
Y-Hex7HexNAc5NeuAc2-B,BY,3376.67736265899,73503
Y-Hex7HexNAc4NeuAc2-B,BY,3131.55103993599,73503
Y-Hex7HexNAc5NeuAc3-B,BY,3737.851029504,73503
Y-Hex7HexNAc4NeuAc3-B,BY,3492.724706781,73503
Y-Hex5HexNAc3NeuAc2-B,BY,2478.225169969,73503
Y-Hex7HexNAc5NeuAc3-B,BY,3737.85102950399,73503
Y-Hex7HexNAc4NeuAc3-B,BY,3492.724706781,73503
Hex1HexNAc1-B,B,463.241746409,73503
Hex1HexNAc1NeuAc1-B,B,824.415413254,73503
Y-Hex1HexNAc1-B,BY,449.226096345,73503
Y-HexNAc1-B,BY,245.126322723,73503
Hex3HexNAc2NeuAc1-B,B,1477.741283221,73503
Y-Hex3HexNAc2-B,BY,1102.551966312,73503
Y-Hex2HexNAc2-B,BY,898.45219269,73503
Y-Hex2HexNAc1-B,BY,653.325869967,73503
Hex3HexNAc2NeuAc2-B,B,1838.914950066,73503
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,73503
Y-Hex2HexNAc2NeuAc1-B,BY,1259.625859535,73503
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,73503
Hex8HexNAc7NeuAc3,NA,4478.245313386,73503
Y-Hex8HexNAc7NeuAc2,Y,4103.055996477,73503
Y-Hex7HexNAc7NeuAc2,Y,3898.956222855,73503
Y-Hex7HexNAc6NeuAc2,Y,3653.829900132,73503
YY-Hex8HexNAc7NeuAc1,YY,3727.866679568,73503
YY-Hex7HexNAc7NeuAc1,YY,3523.766905946,73503
YY-Hex7HexNAc6NeuAc1,YY,3278.640583223,73503
YY-Hex6HexNAc7NeuAc1,YY,3319.667132324,73503
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73503
YY-Hex6HexNAc5NeuAc1,YY,2829.414486878,73503
Y-Hex5HexNAc5NeuAc1,Y,2639.33036332,73503
Y-Hex8HexNAc7NeuAc2,Y,4103.055996477,73503
YY-Hex8HexNAc7NeuAc1,YY,3727.866679568,73503
YY-Hex8HexNAc7NeuAc1,YY,3727.866679568,73503
YY-Hex7HexNAc7NeuAc1,YY,3523.766905946,73503
YY-Hex7HexNAc6NeuAc1,YY,3278.640583223,73503
YY-Hex5HexNAc5,YY,2264.141046411,73503
Y-Hex7HexNAc7NeuAc2,Y,3898.956222855,73503
YY-Hex7HexNAc7NeuAc1,YY,3523.766905946,73503
YY-Hex6HexNAc7NeuAc1,YY,3319.667132324,73503
YY-Hex6HexNAc7NeuAc1,YY,3319.667132324,73503
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73503
YY-Hex4HexNAc5,YY,2060.041272789,73503
Y-Hex7HexNAc6NeuAc2,Y,3653.829900132,73503
YY-Hex7HexNAc6NeuAc1,YY,3278.640583223,73503
YY-Hex6HexNAc6NeuAc1,YY,3074.540809601,73503
YY-Hex6HexNAc5NeuAc1,YY,2829.414486878,73503
YY-Hex4HexNAc4,YY,1814.914950066,73503
Y-Hex7HexNAc7NeuAc3,Y,4260.1298897,73503
Y-Hex7HexNAc6NeuAc3,Y,4015.003566977,73503
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73503
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73503
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73503
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73503
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73503
Y-Hex5HexNAc5NeuAc2,Y,3000.504030165,73503
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73503
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73503
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73503
YY-Hex5HexNAc5NeuAc1,YY,2625.314713256,73503
YY-Hex5HexNAc5NeuAc1,YY,2625.314713256,73503
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73503
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73503
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73503
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73503
YY-Hex4HexNAc5NeuAc1,YY,2421.214939634,73503
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73503
YY-Hex4HexNAc4NeuAc1,YY,2176.088616911,73503
YY-Hex2HexNAc3,YY,1161.58908009899,73503
Y-Hex7HexNAc7NeuAc3,Y,4260.1298897,73503
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73503
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73503
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73503
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73503
YY-Hex4HexNAc5NeuAc1,YY,2421.214939634,73503
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73503
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73503
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73503
YY-Hex6HexNAc7NeuAc3,YY,4042.014466014,73503
YY-Hex6HexNAc6NeuAc3,YY,3796.888143291,73503
YY-Hex4HexNAc5NeuAc2,YY,2782.388606479,73503
Y-Hex7HexNAc6NeuAc3,Y,4015.003566977,73503
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73503
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73503
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73503
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73503
YY-Hex4HexNAc4NeuAc1,YY,2176.088616911,73503
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73503
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73503
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73503
YY-Hex6HexNAc6NeuAc3,YY,3796.888143291,73503
YY-Hex6HexNAc5NeuAc3,YY,3551.761820568,73503
YY-Hex4HexNAc4NeuAc2,YY,2537.262283756,73503
Y-HexNAc2,Y,522.278860196,73503
Y-HexNAc1,Y,277.152537473,73503
Hex1HexNAc1NeuAc1-B,B,824.415413254,73504
Y-Hex1HexNAc1-B,BY,449.226096345,73504
Y-HexNAc1-B,BY,245.126322723,73504
NeuAc1-B,B,375.189316908999,73504
Hex2HexNAc1NeuAc1-B,B,1028.515186876,73504
Y-Hex2HexNAc1-B,BY,653.325869967,73504
Y-Hex1HexNAc1-B,BY,449.226096345,73504
Y-Hex1-B,BY,204.099773622,73504
Hex1NeuAc1-B,B,579.289090531,73504
Y-Hex1-B,BY,204.099773622,73504
Hex8HexNAc6NeuAc4-B,B,4562.26644275799,73504
Y-Hex8HexNAc6NeuAc3-B,BY,4187.07712584899,73504
Y-Hex7HexNAc6NeuAc3-B,BY,3982.97735222699,73504
Y-Hex7HexNAc5NeuAc3-B,BY,3737.85102950399,73504
Y-Hex5HexNAc4NeuAc2-B,BY,2723.35149269199,73504
Y-Hex8HexNAc6NeuAc3-B,BY,4187.07712584899,73504
Y-Hex7HexNAc6NeuAc3-B,BY,3982.977352227,73504
Y-Hex7HexNAc5NeuAc3-B,BY,3737.851029504,73504
Y-Hex8HexNAc6NeuAc3-B,BY,4187.07712584899,73504
Y-Hex7HexNAc6NeuAc3-B,BY,3982.977352227,73504
Y-Hex7HexNAc5NeuAc3-B,BY,3737.851029504,73504
Y-Hex6HexNAc5NeuAc3-B,BY,3533.751255882,73504
Y-Hex6HexNAc4NeuAc3-B,BY,3288.624933159,73504
Y-Hex4HexNAc3NeuAc2-B,BY,2274.125396347,73504
Y-HexNAc1-B,BY,245.126322723,73504
Hex8HexNAc5NeuAc4-B,B,4317.14012003499,73504
Y-Hex8HexNAc5NeuAc3-B,BY,3941.95080312599,73504
Y-Hex7HexNAc5NeuAc3-B,BY,3737.85102950399,73504
Y-Hex7HexNAc4NeuAc3-B,BY,3492.72470678099,73504
Y-Hex5HexNAc3NeuAc2-B,BY,2478.22516996899,73504
Y-Hex8HexNAc5NeuAc3-B,BY,3941.95080312599,73504
Y-Hex7HexNAc5NeuAc3-B,BY,3737.851029504,73504
Y-Hex7HexNAc4NeuAc3-B,BY,3492.724706781,73504
Y-Hex8HexNAc5NeuAc3-B,BY,3941.95080312599,73504
Y-Hex7HexNAc5NeuAc3-B,BY,3737.851029504,73504
Y-Hex7HexNAc4NeuAc3-B,BY,3492.724706781,73504
Y-Hex6HexNAc4NeuAc3-B,BY,3288.62493315899,73504
Y-Hex6HexNAc3NeuAc3-B,BY,3043.498610436,73504
Y-Hex4HexNAc2NeuAc2-B,BY,2028.999073624,73504
Hex2HexNAc2NeuAc1-B,B,1273.64150959899,73504
Y-Hex2HexNAc2-B,BY,898.45219269,73504
Y-Hex1HexNAc2-B,BY,694.352419068,73504
Y-Hex1HexNAc1-B,BY,449.226096345,73504
Hex1HexNAc1NeuAc1-B,B,824.415413254,73504
Y-Hex1HexNAc1-B,BY,449.226096345,73504
Y-HexNAc1-B,BY,245.126322723,73504
Hex4HexNAc3NeuAc2-B,B,2288.14104641099,73504
Y-Hex4HexNAc3NeuAc1-B,BY,1912.951729502,73504
Y-Hex3HexNAc3NeuAc1-B,BY,1708.85195588,73504
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,73504
Y-Hex4HexNAc3NeuAc1-B,BY,1912.951729502,73504
Y-Hex3HexNAc3NeuAc1-B,BY,1708.85195588,73504
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,73504
Hex3HexNAc2NeuAc2-B,B,1838.914950066,73504
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,73504
Y-Hex2HexNAc2NeuAc1-B,BY,1259.625859535,73504
Y-Hex2HexNAc1NeuAc1-B,BY,1014.499536812,73504
Hex8HexNAc7NeuAc4,NA,4839.41898023099,73504
Y-Hex8HexNAc7NeuAc3,Y,4464.22966332199,73504
Y-Hex7HexNAc7NeuAc3,Y,4260.1298897,73504
Y-Hex7HexNAc6NeuAc3,Y,4015.003566977,73504
YY-Hex8HexNAc7NeuAc2,YY,4089.040346413,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex6HexNAc7NeuAc2,YY,3680.84079916899,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73504
Y-Hex5HexNAc5NeuAc2,Y,3000.504030165,73504
Y-Hex8HexNAc7NeuAc3,Y,4464.22966332199,73504
YY-Hex8HexNAc7NeuAc2,YY,4089.040346413,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex5HexNAc5NeuAc1,YY,2625.314713256,73504
Y-Hex7HexNAc7NeuAc3,Y,4260.1298897,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex4HexNAc5NeuAc1,YY,2421.214939634,73504
Y-Hex7HexNAc6NeuAc3,Y,4015.003566977,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73504
YY-Hex4HexNAc4NeuAc1,YY,2176.088616911,73504
Y-Hex8HexNAc7NeuAc3,Y,4464.22966332199,73504
YY-Hex8HexNAc7NeuAc2,YY,4089.040346413,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex5HexNAc5NeuAc1,YY,2625.314713256,73504
YY-Hex8HexNAc7NeuAc2,YY,4089.040346413,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
Y-Hex7HexNAc7NeuAc3,Y,4260.1298897,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex4HexNAc5NeuAc1,YY,2421.214939634,73504
YY-Hex7HexNAc7NeuAc2,YY,3884.940572791,73504
YY-Hex6HexNAc7NeuAc2,YY,3680.840799169,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
Y-Hex7HexNAc6NeuAc3,Y,4015.003566977,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73504
YY-Hex4HexNAc4NeuAc1,YY,2176.088616911,73504
YY-Hex7HexNAc6NeuAc2,YY,3639.814250068,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73504
Y-Hex6HexNAc6NeuAc3,Y,3810.903793355,73504
Y-Hex6HexNAc5NeuAc3,Y,3565.777470632,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73504
YY-Hex5HexNAc6NeuAc2,YY,3231.614702824,73504
YY-Hex5HexNAc5NeuAc2,YY,2986.488380101,73504
YY-Hex5HexNAc4NeuAc2,YY,2741.362057378,73504
Y-Hex4HexNAc4NeuAc2,Y,2551.27793382,73504
YY-Hex6HexNAc6NeuAc2,YY,3435.714476446,73504
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73504
YY-Hex6HexNAc5NeuAc2,YY,3190.588153723,73504
YY-Hex4HexNAc4NeuAc1,YY,2176.088616911,73504
YY-Hex5HexNAc6NeuAc2,YY,3231.614702824,73504
YY-Hex5HexNAc6NeuAc2,YY,3231.614702824,73504
YY-Hex5HexNAc5NeuAc2,YY,2986.488380101,73504
YY-Hex3HexNAc4NeuAc1,YY,1971.98884328899,73504
YY-Hex3HexNAc4NeuAc1,YY,1971.988843289,73504
YY-Hex5HexNAc4NeuAc2,YY,2741.362057378,73504
YY-Hex3HexNAc3NeuAc1,YY,1726.862520566,73504
YY-Hex1HexNAc2,YY,712.362983754,73504
Y-HexNAc2,Y,522.278860196,73504
Y-HexNAc1,Y,277.152537473,73504
Hex1NeuAc1-B,B,579.289090531,73511
Y-Hex1-B,BY,204.099773622,73511
NeuAc1-B,B,375.189316908999,73511
Hex1-B,B,218.115423685999,73511
Hex2NeuAc1-B,B,783.388864153,73511
Y-Hex2-B,BY,408.199547244,73511
Y-Hex1-B,BY,204.099773622,73511
Hex8HexNAc6NeuAc1-B,B,3478.745442223,73511
Y-Hex8HexNAc6-B,BY,3103.556125314,73511
Y-Hex7HexNAc6-B,BY,2899.45635169199,73511
Y-Hex6HexNAc6-B,BY,2695.35657807,73511
Y-Hex6HexNAc5-B,BY,2450.230255347,73511
Y-Hex7HexNAc6NeuAc1-B,BY,3260.630018537,73511
Y-Hex7HexNAc5NeuAc1-B,BY,3015.503695814,73511
Y-Hex4HexNAc4-B,BY,1796.90438538,73511
Y-Hex7HexNAc6NeuAc1-B,BY,3260.63001853699,73511
Y-Hex7HexNAc5NeuAc1-B,BY,3015.503695814,73511
Y-Hex5HexNAc4NeuAc1-B,BY,2362.177825847,73511
Y-Hex8HexNAc5NeuAc1-B,BY,3219.603469436,73511
Y-HexNAc1-B,BY,245.126322723,73511
Hex8HexNAc5NeuAc1-B,B,3233.61911949999,73511
Y-Hex8HexNAc5-B,BY,2858.42980259099,73511
Y-Hex7HexNAc5-B,BY,2654.33002896899,73511
Y-Hex6HexNAc5-B,BY,2450.230255347,73511
Y-Hex6HexNAc4-B,BY,2205.103932624,73511
Y-Hex7HexNAc5NeuAc1-B,BY,3015.503695814,73511
Y-Hex7HexNAc4NeuAc1-B,BY,2770.37737309099,73511
Y-Hex4HexNAc3-B,BY,1551.778062657,73511
Y-Hex7HexNAc5NeuAc1-B,BY,3015.50369581399,73511
Y-Hex7HexNAc4NeuAc1-B,BY,2770.37737309099,73511
Y-Hex5HexNAc3NeuAc1-B,BY,2117.05150312399,73511
Y-Hex8HexNAc4NeuAc1-B,BY,2974.477146713,73511
dHex1-B,B,188.104858999999,73511
HexNAc1-B,B,259.141972787,73511
Hex1HexNAc1-B,B,463.241746409,73511
Hex2HexNAc1NeuAc1-B,B,1028.515186876,73511
Y-Hex2HexNAc1-B,BY,653.325869967,73511
Y-Hex1HexNAc1-B,BY,449.226096345,73511
Y-HexNAc1-B,BY,245.126322723,73511
Hex3HexNAc2-B,B,1116.567616376,73511
Hex4HexNAc2NeuAc1-B,B,1681.841056843,73511
Y-Hex4HexNAc2-B,BY,1306.651739934,73511
Y-Hex3HexNAc2-B,BY,1102.551966312,73511
Y-Hex2HexNAc2-B,BY,898.45219269,73511
Y-Hex2HexNAc2-B,BY,898.45219269,73511
Y-Hex2HexNAc1-B,BY,653.325869967,73511
Y-Hex3HexNAc2NeuAc1-B,BY,1463.725633157,73511
Y-Hex3HexNAc1NeuAc1-B,BY,1218.59931043399,73511
Hex8HexNAc7NeuAc1dHex1,NA,3929.987188632,73511
Y-Hex8HexNAc7NeuAc1,Y,3741.882329632,73511
Y-Hex8HexNAc7dHex1,Y,3554.797871723,73511
YY-Hex8HexNAc7,YY,3366.693012723,73511
Y-Hex7HexNAc7dHex1,Y,3350.69809810099,73511
YY-Hex7HexNAc7,YY,3162.593239101,73511
Y-Hex6HexNAc7dHex1,Y,3146.598324479,73511
YY-Hex6HexNAc7,YY,2958.493465479,73511
Y-Hex6HexNAc6dHex1,Y,2901.472001756,73511
YY-Hex6HexNAc6,YY,2713.367142756,73511
Y-Hex7HexNAc7NeuAc1dHex1,Y,3711.871764946,73511
YY-Hex7HexNAc7NeuAc1,YY,3523.766905946,73511
Y-Hex7HexNAc6NeuAc1dHex1,Y,3466.745442223,73511
YY-Hex7HexNAc6NeuAc1,YY,3278.640583223,73511
YY-Hex7HexNAc7dHex1,YY,3336.682448037,73511
YY-Hex7HexNAc6dHex1,YY,3091.556125314,73511
YY-Hex6HexNAc7dHex1,YY,3132.582674415,73511
YY-Hex6HexNAc6dHex1,YY,2887.456351692,73511
YY-Hex5HexNAc7dHex1,YY,2928.482900793,73511
YY-Hex5HexNAc6dHex1,YY,2683.35657807,73511
YY-Hex5HexNAc5dHex1,YY,2438.230255347,73511
Y-Hex4HexNAc5dHex1,Y,2248.146131789,73511
YY-Hex4HexNAc5,YY,2060.041272789,73511
Y-Hex7HexNAc7NeuAc1dHex1,Y,3711.871764946,73511
YY-Hex7HexNAc7NeuAc1,YY,3523.766905946,73511
Y-Hex7HexNAc6NeuAc1dHex1,Y,3466.745442223,73511
YY-Hex7HexNAc6NeuAc1,YY,3278.640583223,73511
YY-Hex6HexNAc7NeuAc1dHex1,YY,3493.75634125999,73511
YY-Hex6HexNAc6NeuAc1dHex1,YY,3248.63001853699,73511
YY-Hex6HexNAc5NeuAc1dHex1,YY,3003.503695814,73511
Y-Hex5HexNAc5NeuAc1dHex1,Y,2813.419572256,73511
YY-Hex5HexNAc5NeuAc1,YY,2625.314713256,73511
